Counter,Epsilon,mA,Calculation
259,11.1818181818,6.36363636364,None
260,11.1818181818,6.45454545455,None
261,11.1818181818,6.54545454545,None
262,11.1818181818,6.63636363636,None
263,11.1818181818,6.72727272727,None
264,11.1818181818,6.81818181818,None
265,11.1818181818,6.90909090909,None
266,11.1818181818,7.0,None
267,11.1818181818,7.09090909091,None
268,11.1818181818,7.18181818182,None
269,11.1818181818,7.27272727273,None
270,11.1818181818,7.36363636364,None
271,11.1818181818,7.45454545455,None
272,11.1818181818,7.54545454545,None
273,11.1818181818,7.63636363636,None
274,11.1818181818,7.72727272727,None
275,11.1818181818,7.81818181818,None
276,11.1818181818,7.90909090909,None
277,11.1818181818,8.0,None
278,11.1818181818,8.09090909091,None
279,11.1818181818,8.18181818182,None
280,11.1818181818,8.27272727273,None
281,11.1818181818,8.36363636364,None
282,11.1818181818,8.45454545455,None
283,11.1818181818,8.54545454545,None
284,11.1818181818,8.63636363636,None
285,11.1818181818,8.72727272727,None
286,11.1818181818,8.81818181818,None
287,11.1818181818,8.90909090909,None
288,11.1818181818,9.0,None
289,11.1818181818,9.09090909091,None
290,11.1818181818,9.18181818182,None
291,11.1818181818,9.27272727273,None
292,11.1818181818,9.36363636364,None
293,11.1818181818,9.45454545455,None
294,11.1818181818,9.54545454545,None
295,11.1818181818,9.63636363636,None
296,11.1818181818,9.72727272727,None
297,11.1818181818,9.81818181818,None
298,11.1818181818,9.90909090909,None
299,11.1818181818,10.0,None
300,11.2727272727,1.0,None
301,11.2727272727,1.09090909091,None
302,11.2727272727,1.18181818182,None
303,11.2727272727,1.27272727273,None
304,11.2727272727,1.36363636364,None
305,11.2727272727,1.45454545455,None
306,11.2727272727,1.54545454545,None
307,11.2727272727,1.63636363636,None
308,11.2727272727,1.72727272727,None
309,11.2727272727,1.81818181818,None
310,11.2727272727,1.90909090909,None
311,11.2727272727,2.0,None
312,11.2727272727,2.09090909091,None
313,11.2727272727,2.18181818182,None
314,11.2727272727,2.27272727273,None
315,11.2727272727,2.36363636364,None
316,11.2727272727,2.45454545455,None
317,11.2727272727,2.54545454545,None
318,11.2727272727,2.63636363636,None
319,11.2727272727,2.72727272727,None
320,11.2727272727,2.81818181818,None
321,11.2727272727,2.90909090909,None
322,11.2727272727,3.0,None
323,11.2727272727,3.09090909091,None
324,11.2727272727,3.18181818182,None
325,11.2727272727,3.27272727273,None
326,11.2727272727,3.36363636364,None
327,11.2727272727,3.45454545455,None
328,11.2727272727,3.54545454545,None
329,11.2727272727,3.63636363636,None
330,11.2727272727,3.72727272727,None
331,11.2727272727,3.81818181818,None
332,11.2727272727,3.90909090909,None
333,11.2727272727,4.0,None
334,11.2727272727,4.09090909091,None
335,11.2727272727,4.18181818182,None
336,11.2727272727,4.27272727273,None
337,11.2727272727,4.36363636364,None
338,11.2727272727,4.45454545455,None
339,11.2727272727,4.54545454545,None
340,11.2727272727,4.63636363636,None
341,11.2727272727,4.72727272727,None
342,11.2727272727,4.81818181818,None
343,11.2727272727,4.90909090909,None
344,11.2727272727,5.0,None
345,11.2727272727,5.09090909091,None
346,11.2727272727,5.18181818182,None
347,11.2727272727,5.27272727273,None
348,11.2727272727,5.36363636364,None
349,11.2727272727,5.45454545455,None
350,11.2727272727,5.54545454545,None
351,11.2727272727,5.63636363636,None
352,11.2727272727,5.72727272727,None
353,11.2727272727,5.81818181818,None
354,11.2727272727,5.90909090909,None
355,11.2727272727,6.0,None
356,11.2727272727,6.09090909091,None
357,11.2727272727,6.18181818182,None
358,11.2727272727,6.27272727273,None
359,11.2727272727,6.36363636364,None
360,11.2727272727,6.45454545455,None
361,11.2727272727,6.54545454545,None
362,11.2727272727,6.63636363636,None
363,11.2727272727,6.72727272727,None
364,11.2727272727,6.81818181818,None
365,11.2727272727,6.90909090909,None
366,11.2727272727,7.0,None
367,11.2727272727,7.09090909091,None
368,11.2727272727,7.18181818182,None
369,11.2727272727,7.27272727273,None
370,11.2727272727,7.36363636364,None
371,11.2727272727,7.45454545455,None
372,11.2727272727,7.54545454545,None
373,11.2727272727,7.63636363636,None
374,11.2727272727,7.72727272727,None
375,11.2727272727,7.81818181818,None
376,11.2727272727,7.90909090909,None
377,11.2727272727,8.0,None
378,11.2727272727,8.09090909091,None
379,11.2727272727,8.18181818182,None
380,11.2727272727,8.27272727273,None
381,11.2727272727,8.36363636364,None
382,11.2727272727,8.45454545455,None
383,11.2727272727,8.54545454545,None
384,11.2727272727,8.63636363636,None
385,11.2727272727,8.72727272727,None
386,11.2727272727,8.81818181818,None
387,11.2727272727,8.90909090909,None
388,11.2727272727,9.0,None
389,11.2727272727,9.09090909091,None
390,11.2727272727,9.18181818182,None
391,11.2727272727,9.27272727273,None
392,11.2727272727,9.36363636364,None
393,11.2727272727,9.45454545455,None
394,11.2727272727,9.54545454545,None
395,11.2727272727,9.63636363636,None
396,11.2727272727,9.72727272727,None
397,11.2727272727,9.81818181818,None
398,11.2727272727,9.90909090909,None
399,11.2727272727,10.0,None
400,11.3636363636,1.0,None
401,11.3636363636,1.09090909091,None
402,11.3636363636,1.18181818182,None
403,11.3636363636,1.27272727273,None
404,11.3636363636,1.36363636364,None
405,11.3636363636,1.45454545455,None
406,11.3636363636,1.54545454545,None
407,11.3636363636,1.63636363636,None
408,11.3636363636,1.72727272727,None
409,11.3636363636,1.81818181818,None
410,11.3636363636,1.90909090909,None
411,11.3636363636,2.0,None
412,11.3636363636,2.09090909091,None
413,11.3636363636,2.18181818182,None
414,11.3636363636,2.27272727273,None
415,11.3636363636,2.36363636364,None
416,11.3636363636,2.45454545455,None
417,11.3636363636,2.54545454545,None
418,11.3636363636,2.63636363636,None
419,11.3636363636,2.72727272727,None
420,11.3636363636,2.81818181818,None
421,11.3636363636,2.90909090909,None
422,11.3636363636,3.0,None
423,11.3636363636,3.09090909091,None
424,11.3636363636,3.18181818182,None
425,11.3636363636,3.27272727273,None
426,11.3636363636,3.36363636364,None
427,11.3636363636,3.45454545455,None
428,11.3636363636,3.54545454545,None
429,11.3636363636,3.63636363636,None
430,11.3636363636,3.72727272727,None
431,11.3636363636,3.81818181818,None
432,11.3636363636,3.90909090909,None
433,11.3636363636,4.0,None
434,11.3636363636,4.09090909091,None
435,11.3636363636,4.18181818182,None
436,11.3636363636,4.27272727273,None
437,11.3636363636,4.36363636364,None
438,11.3636363636,4.45454545455,None
439,11.3636363636,4.54545454545,None
440,11.3636363636,4.63636363636,None
441,11.3636363636,4.72727272727,None
442,11.3636363636,4.81818181818,None
443,11.3636363636,4.90909090909,None
444,11.3636363636,5.0,None
445,11.3636363636,5.09090909091,None
446,11.3636363636,5.18181818182,None
447,11.3636363636,5.27272727273,None
448,11.3636363636,5.36363636364,None
449,11.3636363636,5.45454545455,None
450,11.3636363636,5.54545454545,None
451,11.3636363636,5.63636363636,None
452,11.3636363636,5.72727272727,None
453,11.3636363636,5.81818181818,None
454,11.3636363636,5.90909090909,None
455,11.3636363636,6.0,None
456,11.3636363636,6.09090909091,None
457,11.3636363636,6.18181818182,None
458,11.3636363636,6.27272727273,None
459,11.3636363636,6.36363636364,None
460,11.3636363636,6.45454545455,None
461,11.3636363636,6.54545454545,None
462,11.3636363636,6.63636363636,None
463,11.3636363636,6.72727272727,None
464,11.3636363636,6.81818181818,None
465,11.3636363636,6.90909090909,None
466,11.3636363636,7.0,None
467,11.3636363636,7.09090909091,None
468,11.3636363636,7.18181818182,None
469,11.3636363636,7.27272727273,None
470,11.3636363636,7.36363636364,None
471,11.3636363636,7.45454545455,None
472,11.3636363636,7.54545454545,None
473,11.3636363636,7.63636363636,None
474,11.3636363636,7.72727272727,None
475,11.3636363636,7.81818181818,None
476,11.3636363636,7.90909090909,None
477,11.3636363636,8.0,None
478,11.3636363636,8.09090909091,None
479,11.3636363636,8.18181818182,None
480,11.3636363636,8.27272727273,None
481,11.3636363636,8.36363636364,None
482,11.3636363636,8.45454545455,None
483,11.3636363636,8.54545454545,None
484,11.3636363636,8.63636363636,None
485,11.3636363636,8.72727272727,None
486,11.3636363636,8.81818181818,None
487,11.3636363636,8.90909090909,None
488,11.3636363636,9.0,None
489,11.3636363636,9.09090909091,None
490,11.3636363636,9.18181818182,None
491,11.3636363636,9.27272727273,None
492,11.3636363636,9.36363636364,None
493,11.3636363636,9.45454545455,None
494,11.3636363636,9.54545454545,None
495,11.3636363636,9.63636363636,None
496,11.3636363636,9.72727272727,None
497,11.3636363636,9.81818181818,None
498,11.3636363636,9.90909090909,None
499,11.3636363636,10.0,None
500,11.4545454545,1.0,None
501,11.4545454545,1.09090909091,None
502,11.4545454545,1.18181818182,None
503,11.4545454545,1.27272727273,None
504,11.4545454545,1.36363636364,None
505,11.4545454545,1.45454545455,None
506,11.4545454545,1.54545454545,None
507,11.4545454545,1.63636363636,None
508,11.4545454545,1.72727272727,None
509,11.4545454545,1.81818181818,None
510,11.4545454545,1.90909090909,None
511,11.4545454545,2.0,None
512,11.4545454545,2.09090909091,None
513,11.4545454545,2.18181818182,None
514,11.4545454545,2.27272727273,None
515,11.4545454545,2.36363636364,None
516,11.4545454545,2.45454545455,None
517,11.4545454545,2.54545454545,None
518,11.4545454545,2.63636363636,None
519,11.4545454545,2.72727272727,None
520,11.4545454545,2.81818181818,None
521,11.4545454545,2.90909090909,None
522,11.4545454545,3.0,None
523,11.4545454545,3.09090909091,None
524,11.4545454545,3.18181818182,None
525,11.4545454545,3.27272727273,None
526,11.4545454545,3.36363636364,None
527,11.4545454545,3.45454545455,None
528,11.4545454545,3.54545454545,None
529,11.4545454545,3.63636363636,None
530,11.4545454545,3.72727272727,None
531,11.4545454545,3.81818181818,None
532,11.4545454545,3.90909090909,None
533,11.4545454545,4.0,None
534,11.4545454545,4.09090909091,None
535,11.4545454545,4.18181818182,None
536,11.4545454545,4.27272727273,None
537,11.4545454545,4.36363636364,None
538,11.4545454545,4.45454545455,None
539,11.4545454545,4.54545454545,None
540,11.4545454545,4.63636363636,None
541,11.4545454545,4.72727272727,None
542,11.4545454545,4.81818181818,None
543,11.4545454545,4.90909090909,None
544,11.4545454545,5.0,None
545,11.4545454545,5.09090909091,None
546,11.4545454545,5.18181818182,None
547,11.4545454545,5.27272727273,None
548,11.4545454545,5.36363636364,None
549,11.4545454545,5.45454545455,None
550,11.4545454545,5.54545454545,None
551,11.4545454545,5.63636363636,None
552,11.4545454545,5.72727272727,None
553,11.4545454545,5.81818181818,None
554,11.4545454545,5.90909090909,None
555,11.4545454545,6.0,None
556,11.4545454545,6.09090909091,None
557,11.4545454545,6.18181818182,None
558,11.4545454545,6.27272727273,None
559,11.4545454545,6.36363636364,None
560,11.4545454545,6.45454545455,None
561,11.4545454545,6.54545454545,None
562,11.4545454545,6.63636363636,None
563,11.4545454545,6.72727272727,None
564,11.4545454545,6.81818181818,None
565,11.4545454545,6.90909090909,None
566,11.4545454545,7.0,None
567,11.4545454545,7.09090909091,None
568,11.4545454545,7.18181818182,None
569,11.4545454545,7.27272727273,None
570,11.4545454545,7.36363636364,None
571,11.4545454545,7.45454545455,None
572,11.4545454545,7.54545454545,None
573,11.4545454545,7.63636363636,None
574,11.4545454545,7.72727272727,None
575,11.4545454545,7.81818181818,None
576,11.4545454545,7.90909090909,None
577,11.4545454545,8.0,None
578,11.4545454545,8.09090909091,None
579,11.4545454545,8.18181818182,None
580,11.4545454545,8.27272727273,None
581,11.4545454545,8.36363636364,None
582,11.4545454545,8.45454545455,None
583,11.4545454545,8.54545454545,None
584,11.4545454545,8.63636363636,None
585,11.4545454545,8.72727272727,None
586,11.4545454545,8.81818181818,None
587,11.4545454545,8.90909090909,None
588,11.4545454545,9.0,None
589,11.4545454545,9.09090909091,None
590,11.4545454545,9.18181818182,None
591,11.4545454545,9.27272727273,None
592,11.4545454545,9.36363636364,None
593,11.4545454545,9.45454545455,None
594,11.4545454545,9.54545454545,None
595,11.4545454545,9.63636363636,None
596,11.4545454545,9.72727272727,None
597,11.4545454545,9.81818181818,None
598,11.4545454545,9.90909090909,None
599,11.4545454545,10.0,None
600,11.5454545455,1.0,None
601,11.5454545455,1.09090909091,None
602,11.5454545455,1.18181818182,None
603,11.5454545455,1.27272727273,None
604,11.5454545455,1.36363636364,None
605,11.5454545455,1.45454545455,None
606,11.5454545455,1.54545454545,None
607,11.5454545455,1.63636363636,None
608,11.5454545455,1.72727272727,None
609,11.5454545455,1.81818181818,None
610,11.5454545455,1.90909090909,None
611,11.5454545455,2.0,None
612,11.5454545455,2.09090909091,None
613,11.5454545455,2.18181818182,None
614,11.5454545455,2.27272727273,None
615,11.5454545455,2.36363636364,None
616,11.5454545455,2.45454545455,None
617,11.5454545455,2.54545454545,None
618,11.5454545455,2.63636363636,None
619,11.5454545455,2.72727272727,None
620,11.5454545455,2.81818181818,None
621,11.5454545455,2.90909090909,None
622,11.5454545455,3.0,None
623,11.5454545455,3.09090909091,None
624,11.5454545455,3.18181818182,None
625,11.5454545455,3.27272727273,None
626,11.5454545455,3.36363636364,None
627,11.5454545455,3.45454545455,None
628,11.5454545455,3.54545454545,None
629,11.5454545455,3.63636363636,None
630,11.5454545455,3.72727272727,None
631,11.5454545455,3.81818181818,None
632,11.5454545455,3.90909090909,None
633,11.5454545455,4.0,None
634,11.5454545455,4.09090909091,None
635,11.5454545455,4.18181818182,None
636,11.5454545455,4.27272727273,None
637,11.5454545455,4.36363636364,None
638,11.5454545455,4.45454545455,None
639,11.5454545455,4.54545454545,None
640,11.5454545455,4.63636363636,None
641,11.5454545455,4.72727272727,None
642,11.5454545455,4.81818181818,None
643,11.5454545455,4.90909090909,None
644,11.5454545455,5.0,None
645,11.5454545455,5.09090909091,None
646,11.5454545455,5.18181818182,None
647,11.5454545455,5.27272727273,None
648,11.5454545455,5.36363636364,None
649,11.5454545455,5.45454545455,None
650,11.5454545455,5.54545454545,None
651,11.5454545455,5.63636363636,None
652,11.5454545455,5.72727272727,None
653,11.5454545455,5.81818181818,None
654,11.5454545455,5.90909090909,None
655,11.5454545455,6.0,None
656,11.5454545455,6.09090909091,None
657,11.5454545455,6.18181818182,None
658,11.5454545455,6.27272727273,None
659,11.5454545455,6.36363636364,None
660,11.5454545455,6.45454545455,None
661,11.5454545455,6.54545454545,None
662,11.5454545455,6.63636363636,None
663,11.5454545455,6.72727272727,None
664,11.5454545455,6.81818181818,None
665,11.5454545455,6.90909090909,None
666,11.5454545455,7.0,None
667,11.5454545455,7.09090909091,None
668,11.5454545455,7.18181818182,None
669,11.5454545455,7.27272727273,None
670,11.5454545455,7.36363636364,None
671,11.5454545455,7.45454545455,None
672,11.5454545455,7.54545454545,None
673,11.5454545455,7.63636363636,None
674,11.5454545455,7.72727272727,None
675,11.5454545455,7.81818181818,None
676,11.5454545455,7.90909090909,None
677,11.5454545455,8.0,None
678,11.5454545455,8.09090909091,None
679,11.5454545455,8.18181818182,None
680,11.5454545455,8.27272727273,None
681,11.5454545455,8.36363636364,None
682,11.5454545455,8.45454545455,None
683,11.5454545455,8.54545454545,None
684,11.5454545455,8.63636363636,None
685,11.5454545455,8.72727272727,None
686,11.5454545455,8.81818181818,None
687,11.5454545455,8.90909090909,None
688,11.5454545455,9.0,None
689,11.5454545455,9.09090909091,None
690,11.5454545455,9.18181818182,None
691,11.5454545455,9.27272727273,None
692,11.5454545455,9.36363636364,None
693,11.5454545455,9.45454545455,None
694,11.5454545455,9.54545454545,None
695,11.5454545455,9.63636363636,None
696,11.5454545455,9.72727272727,None
697,11.5454545455,9.81818181818,None
698,11.5454545455,9.90909090909,None
699,11.5454545455,10.0,None
700,11.6363636364,1.0,None
701,11.6363636364,1.09090909091,None
702,11.6363636364,1.18181818182,None
703,11.6363636364,1.27272727273,None
704,11.6363636364,1.36363636364,None
705,11.6363636364,1.45454545455,None
706,11.6363636364,1.54545454545,None
707,11.6363636364,1.63636363636,None
708,11.6363636364,1.72727272727,None
709,11.6363636364,1.81818181818,None
710,11.6363636364,1.90909090909,None
711,11.6363636364,2.0,None
712,11.6363636364,2.09090909091,None
713,11.6363636364,2.18181818182,None
714,11.6363636364,2.27272727273,None
715,11.6363636364,2.36363636364,None
716,11.6363636364,2.45454545455,None
717,11.6363636364,2.54545454545,None
718,11.6363636364,2.63636363636,None
719,11.6363636364,2.72727272727,None
720,11.6363636364,2.81818181818,None
721,11.6363636364,2.90909090909,None
722,11.6363636364,3.0,None
723,11.6363636364,3.09090909091,None
724,11.6363636364,3.18181818182,None
725,11.6363636364,3.27272727273,None
726,11.6363636364,3.36363636364,None
727,11.6363636364,3.45454545455,None
728,11.6363636364,3.54545454545,None
729,11.6363636364,3.63636363636,None
730,11.6363636364,3.72727272727,None
731,11.6363636364,3.81818181818,None
732,11.6363636364,3.90909090909,None
733,11.6363636364,4.0,None
734,11.6363636364,4.09090909091,None
735,11.6363636364,4.18181818182,None
736,11.6363636364,4.27272727273,None
737,11.6363636364,4.36363636364,None
738,11.6363636364,4.45454545455,None
739,11.6363636364,4.54545454545,None
740,11.6363636364,4.63636363636,None
741,11.6363636364,4.72727272727,None
742,11.6363636364,4.81818181818,None
743,11.6363636364,4.90909090909,None
744,11.6363636364,5.0,None
745,11.6363636364,5.09090909091,None
746,11.6363636364,5.18181818182,None
747,11.6363636364,5.27272727273,None
748,11.6363636364,5.36363636364,None
749,11.6363636364,5.45454545455,None
750,11.6363636364,5.54545454545,None
751,11.6363636364,5.63636363636,None
752,11.6363636364,5.72727272727,None
753,11.6363636364,5.81818181818,None
754,11.6363636364,5.90909090909,None
755,11.6363636364,6.0,None
756,11.6363636364,6.09090909091,None
757,11.6363636364,6.18181818182,None
758,11.6363636364,6.27272727273,None
759,11.6363636364,6.36363636364,None
760,11.6363636364,6.45454545455,None
761,11.6363636364,6.54545454545,None
762,11.6363636364,6.63636363636,None
763,11.6363636364,6.72727272727,None
764,11.6363636364,6.81818181818,None
765,11.6363636364,6.90909090909,None
766,11.6363636364,7.0,None
767,11.6363636364,7.09090909091,None
768,11.6363636364,7.18181818182,None
769,11.6363636364,7.27272727273,None
770,11.6363636364,7.36363636364,None
771,11.6363636364,7.45454545455,None
772,11.6363636364,7.54545454545,None
773,11.6363636364,7.63636363636,None
774,11.6363636364,7.72727272727,None
775,11.6363636364,7.81818181818,None
776,11.6363636364,7.90909090909,None
777,11.6363636364,8.0,None
778,11.6363636364,8.09090909091,None
